qid,group,instruction_type,run,step,bert_precision_baseline,bert_recall_baseline,bert_f1_baseline,bert_precision_consecutive,bert_recall_consecutive,bert_f1_consecutive
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,style,formality,0,1,0.9545700550079346,0.9573831558227539,0.9559745192527771,0.9545700550079346,0.9573831558227539,0.9559745192527771
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,style,formality,0,2,0.9521530866622925,0.95243239402771,0.9522926807403564,0.9936460256576538,0.9916229844093323,0.9926334619522095
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,style,formality,0,3,0.951603889465332,0.9523082375526428,0.9519559144973755,0.9965404272079468,0.996580183506012,0.9965602159500122
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,style,paraphrase,0,1,0.9557234048843384,0.9502102136611938,0.9529588222503662,0.9557234048843384,0.9502102136611938,0.9529588222503662
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,style,paraphrase,0,2,0.9588583111763,0.949491024017334,0.9541516900062561,0.9723522663116455,0.9663122892379761,0.9693228602409363
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,style,paraphrase,0,3,0.9497506618499756,0.9409430027008057,0.9453263282775879,0.9833674430847168,0.9845325946807861,0.9839496612548828
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,content,shorten,0,1,0.9384710788726807,0.8961541652679443,0.9168245792388916,0.9384710788726807,0.8961541652679443,0.9168245792388916
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,content,shorten,0,2,0.9340267181396484,0.891897439956665,0.9124760627746582,0.9877132177352905,0.9850122928619385,0.9863609075546265
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,content,shorten,0,3,0.9357690811157227,0.8908858299255371,0.9127760529518127,0.9926519393920898,0.990580677986145,0.9916152358055115
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,content,elaborate,0,1,0.8978052735328674,0.9225515127182007,0.9100101590156555,0.8978052735328674,0.9225515127182007,0.9100101590156555
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,content,elaborate,0,2,0.8659070134162903,0.904484748840332,0.8847755789756775,0.9333468079566956,0.9530220031738281,0.943081796169281
./cnn/stories/d9ea64de844086c1430636ce80cd2849e3fb25e7.story,content,elaborate,0,3,0.8584404587745667,0.8967739343643188,0.8771885633468628,0.9566774368286133,0.9569859504699707,0.956831693649292
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,style,formality,0,1,0.9286482334136963,0.9222524166107178,0.9254392385482788,0.9286482334136963,0.9222524166107178,0.9254392385482788
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,style,formality,0,2,0.928229570388794,0.9229069352149963,0.9255605936050415,0.9923653602600098,0.9927874803543091,0.9925763607025146
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,style,formality,0,3,0.9281100034713745,0.9223827123641968,0.9252374768257141,0.9955072402954102,0.995680034160614,0.9955936074256897
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,style,paraphrase,0,1,0.9244050979614258,0.9184053540229797,0.921395480632782,0.9244050979614258,0.9184053540229797,0.921395480632782
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,style,paraphrase,0,2,0.9145786762237549,0.9115939140319824,0.9130839109420776,0.9697734117507935,0.971195638179779,0.9704840183258057
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,style,paraphrase,0,3,0.9123040437698364,0.9090315699577332,0.9106648564338684,0.9799506664276123,0.9794005155563354,0.9796755313873291
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,content,shorten,0,1,0.8981397151947021,0.8863466382026672,0.892204225063324,0.8981397151947021,0.8863466382026672,0.892204225063324
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,content,shorten,0,2,0.8970323801040649,0.8868554830551147,0.8919149041175842,0.9944305419921875,0.9957481622695923,0.9950888752937317
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,content,shorten,0,3,0.895993709564209,0.886615514755249,0.891279935836792,0.9961380958557129,0.9969631433486938,0.996550440788269
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,content,elaborate,0,1,0.8962547779083252,0.8915131092071533,0.8938776850700378,0.8962547779083252,0.8915131092071533,0.8938776850700378
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,content,elaborate,0,2,0.8705130815505981,0.8708760738372803,0.8706945776939392,0.9321118593215942,0.9257111549377441,0.9289004802703857
./cnn/stories/bc8f85297fa51310468d8f3990e0f4bb07176ce8.story,content,elaborate,0,3,0.8646799325942993,0.8686881065368652,0.8666794300079346,0.9644837379455566,0.9635106325149536,0.963996946811676
